source,target,importance
SAMD12,CHD1,19.293911434539943
SAMD12,DLG1,23.911009156769367
SPIN3,SEC61B,102.30468158694289
SPIN3,ZNF317,45.91807536686399
SPIN3,RPL34,37.926226368172706
SPIN3,EXPH5,35.18091862678793
SPIN3,WASF3,16.770573190955826
SPIN3,MYO1C,22.384168687747227
SPIN3,TYW5,19.34054156375744
SPIN3,RASGRP4,21.37617256534938
SPIN3,DNER,26.30514837218792
SPIN3,TIMM9,14.591866888170316
SUN2,UNC13D,37.10703291416165
SUN2,RMND5A,32.16303676336804
SUN2,ID2,25.133013946811175
SUN2,VCL,85.02609998739564
SUN2,SYNE1,20.025354997440434
SUN2,PPP2R2B,12.552269069748455
SUN2,ARID3B,27.447416629945934
AL445623.2,ESRRG,113.54689741754464
ESRRG,GRAPL,29.74945270564217
ESRRG,HVCN1,24.35777262993051
ESRRG,STON2,12.562519121229377
SLC4A1AP,BTBD3,27.68647508337222
SLC4A1AP,IGSF11,37.480552973365654
SLC4A1AP,SCD,37.393571192154624
SLC4A1AP,PFN1,28.797671859546398
SLC4A1AP,TFDP1,31.343289648423433
TRRAP,UBE2O,75.06489870352547
TRRAP,ZNF618,31.06984501315079
TRRAP,TNK2,26.058566040226818
TRRAP,TTC7B,18.44890248471101
TRRAP,DYNC1H1,34.01421993520443
TRRAP,ZNF131,61.81064667934347
TRRAP,EIF3A,37.79355774148336
TRRAP,TPR,38.38810772642834
TRRAP,MAP3K1,22.411710190876256
TRRAP,CASC4,40.96029109609276
TRRAP,CCNT2,16.387539397332816
TRRAP,ETNK1,16.811700979315233
PIGQ,TOB1,41.4396876623861
PIGQ,ABHD15,74.21894988994264
PIGQ,ENDOD1,48.24537239092051
PIGQ,TTPAL,19.341137294158866
ZNF224,SPATA7,24.61438318698222
ZNF224,SCIMP,14.865870677202633
ZNF224,TREM2,53.14016344665609
ZNF224,KRR1,20.91903841694655
ZNF224,STRIP1,60.22277446048214
ZNF224,GTF2H2,24.18676533348853
ZNF224,LAMTOR4,14.403261871634907
ZNF224,SDHAP1,34.90505848740242
ZNF224,HIRA,23.381236056701923
ZNF224,AL031428.1,18.664922559603788
PEX5L,PPP2R2B,57.823665313841694
PEX5L,EDIL3,39.33058925697875
PEX5L,NKAIN2,43.67390865085844
PEX5L,QDPR,26.92987070760026
CLU,CDC42BPA,47.5816425128471
NRCAM,RBFOX1,29.872979704680894
NRCAM,CLU,49.53501820787778
NRCAM,SH3D19,14.7622313255606
NRCAM,ABCA2,21.197299573314893
FDFT1,FAM133B,24.1820946113165
FDFT1,RAB11A,31.846741622980915
FDFT1,ATL2,18.328139876080513
FDFT1,MACO1,47.874759841140175
FDFT1,SELENOO,19.911189150783503
SASH3,PPP1R18,52.26855921836707
SASH3,RASAL3,32.06796654122638
SASH3,AGAP3,55.01259409133307
SASH3,FSCN1,34.83908628192121
SASH3,CMTM6,36.58429652194478
SLC22A17,MAPKAPK5-AS1,20.182666873631877
SLC22A17,MUS81,43.346272623888865
SLC22A17,PPIL3,19.271882830625664
AL035530.2,HVCN1,54.57198847515548
AL035530.2,SDHA,23.365077082783213
HVCN1,ELAVL4,15.165405438877364
AC068234.1,TRAF2,21.998498169740927
AC068234.1,LMNB1,12.674717968430167
AC068234.1,ZNRF2P1,25.32337237800517
AC068234.1,MOCOS,24.30693648744309
AC068234.1,LSM4,22.87536461675438
C3orf38,CCZ1B,19.596765010367648
DENND4B,CRK,33.54437125315806
DENND4B,EIF3H,17.955695134687538
DENND4B,PURA,23.106449314403562
DENND4B,SNX6,30.415150023574
N4BP1,DENND4B,34.28592777753317
N4BP1,SENP5,27.48605374209497
N4BP1,NSD2,51.08145373472937
N4BP1,KCTD12,38.78017559712902
N4BP1,MINDY2,31.156809173205424
N4BP1,WIPF2,15.050312362307109
N4BP1,ANO6,37.03038457294908
N4BP1,MALT1,20.55955740739092
N4BP1,CHD1L,20.22573707946203
N4BP1,RNF169,12.747447343483191
ERVK13-1,NMNAT3,51.7035660493758
ERVK13-1,AC025171.1,28.477832684563005
ERVK13-1,ADGRL2,18.70191862687978
NMNAT3,AC009226.1,32.42020680762294
NMNAT3,ZRANB2-AS2,21.554793052771483
ERI2,EMC7,31.558894501844755
ERI2,PMPCA,66.65267889415443
ERI2,DNAAF2,39.57606666106368
ERI2,CD27-AS1,25.58996382941707
ERI2,AC090518.1,17.806256354375442
ERI2,ARAP3,67.82814402786643
ERI2,LMAN2,28.31321077557752
ERI2,UQCR10,29.131792855503083
ERI2,ZNF701,24.342654631022782
ERI2,ZNF322,14.00256406838057
ERI2,EPOR,86.46731456294029
ERI2,LRP4,27.45281674911879
ERI2,PDAP1,31.645878615482196
ERI2,AC026471.4,25.848389360390215
ANKLE2,TERF2IP,21.244107973415936
ANKLE2,SACM1L,46.327187822658814
ANKLE2,SLC4A8,66.88403000271948
ANKLE2,RUBCN,19.885686686280142
ANKLE2,MAGED1,17.725113042117222
ANKLE2,RAD21,32.832076254890666
FO393401.1,TUBGCP2,58.61605887751558
FO393401.1,YME1L1,36.162993747257254
FO393401.1,IPO7,13.52870171876318
FO393401.1,AC114763.1,12.505818747838827
FO393401.1,DPH6-DT,23.66234586506476
TRIM4,TUG1,64.6108820892935
TRIM4,MAGED1,16.28620597026494
NKRF,FCHSD1,20.110130983792693
NKRF,NUDT4,64.71822267868109
NKRF,CCDC47,75.23267317634017
GTF2H2,TPCN2,27.936978926450056
GTF2H2,TOR1AIP1,41.49334735994787
GTF2H2,EIF4H,69.85168646600329
GTF2H2,DTX3L,21.2901732701383
GTF2H2,WARS2,16.04305376498077
GTF2H2,AC109826.1,98.60469181358454
GTF2H2,BAALC-AS1,76.94499370469376
GTF2H2,VHL,46.5712252676867
GTF2H2,EIF3F,37.54244998405879
GTF2H2,NLRC4,26.606621916239703
GTF2H2,IGSF11,28.62038838739813
GTF2H2,CDH26,43.850518376740396
MCM5,VRK3,42.17816933492855
ERMARD,VPS28,63.82395337516086
ERMARD,CREBZF,65.46337367320228
ERMARD,U2AF2,64.11526396798878
ERMARD,KIAA1324L,30.04459981189597
ERMARD,PYROXD1,24.913975460825817
ERMARD,LAMTOR4,32.07384103510459
ERMARD,PALB2,14.963734084874323
ERMARD,MSL3,38.77856714151027
ERMARD,CARD9,15.10294733451957
ERMARD,SKA2,19.227537794827434
ERMARD,TREM2,17.642282436815336
ERMARD,ACER2,24.52940452703748
ERMARD,TLR3,26.63175476956044
PNKP,REST,71.91996108803299
PNKP,ATIC,37.89565850434847
PNKP,AC009226.1,40.96967414532017
FAM122B,LSM7,66.01363479966298
FAM122B,TOX,15.985843249952646
ZNF32,EHHADH,13.04893945102138
ZNF32,PPP2R3A,99.03294974865938
ZNF32,SMPD4,52.117935678649225
ZNF32,PIAS4,26.011861440161624
ZNF32,AC097634.3,11.408654163639333
ZNF32,AC110079.1,18.844922654963767
ZNF32,CSRP1,16.46604096850727
SYS1-DBNDD2,POLR3G,19.8679890174404
SYS1-DBNDD2,RAPGEF6,58.8402311923252
SYS1-DBNDD2,AC010422.3,88.7071072234297
SYS1-DBNDD2,PPIE,12.871410843154878
SYS1-DBNDD2,AC008649.1,55.730094922182985
SYS1-DBNDD2,SLC27A5,41.47894306113481
TP53I11,PUS1,57.221356903244846
TP53I11,CAB39L,33.599682119484896
TP53I11,UMPS,43.33605849020046
TP53I11,TMEM222,19.062798661503873
TP53I11,CSNK1G1,45.538876696914
TP53I11,PTPN13,18.688401966688836
TP53I11,EML2,23.021245839196045
TP53I11,AC007318.2,19.76341806627331
CCDC170,AFF3,99.70731768042594
CCDC170,ADGRL2,17.90331264643327
CCDC170,FAM198B-AS1,17.481497205827818
CCDC170,COLEC12,16.738931862822014
AFF3,HRH1,42.81635972632278
AFF3,TGFBI,14.523302500817074
AFF3,COLEC12,61.435902805495076
AFF3,TFRC,16.625931232189394
LINC00578,DPH6-DT,101.84608226241976
LINC00578,MT-ND4,20.336115028665876
LINC00578,CCDC30,30.946834384182566
LINC00578,AC114763.1,20.32385725097006
AVL9,MCPH1,81.2340089924125
AVL9,ATR,57.89307394848728
AVL9,STX8,56.80194138402827
AVL9,TRAF3,43.61767109496596
AVL9,DNAJC5,31.308014392850055
MCPH1,PRIM2,34.82372717392565
LPCAT2,PLXDC2,61.265561186836706
LPCAT2,KLHL5,44.095649781112215
LPCAT2,NSMCE2,59.16832967604941
LPCAT2,ATRX,17.254604415895034
LPCAT2,DENND1A,17.773635667083035
LPCAT2,TBC1D1,22.80493890328589
LPCAT2,CMAHP,20.077837266897646
ZNF131,DCAF7,64.67725762874878
ZNF131,ANO6,57.307860954427355
ZNF131,TRAF3,19.906645818699914
ZNF131,RAB12,18.633279759230483
ZNF131,SENP5,29.602623035332794
ZNF131,ATR,17.921633576093296
ZNF131,EIF3A,61.84825729292081
ZNF131,TNKS,59.5345740307282
ZNF131,CCNT2,20.811667411828793
DCAF7,CADPS2,27.29451146964751
DCAF7,IQCB1,30.039265312309844
DCAF7,ZNF654,39.06967342024962
DNAJB1,TFRC,19.263426412105055
NUDT21,KDM6B,33.28346143259054
NUDT21,RAB3IP,15.756965181114396
NUDT21,SLBP,49.255828303971455
NUDT21,ACER2,57.11511510200255
NUDT21,IRF1,25.39736005765738
ENOX1,CDC42BPA,44.92878845934236
ENOX1,DNAJC6,36.439698143023826
ENOX1,TRIM2,44.84792683822614
ENOX1,RBFOX1,23.80507931696052
FKBP2,GTF2E1,25.80717355678256
FKBP2,BCL7B,23.187200277360727
PLCD1,AC010978.1,62.89940538207897
PLCD1,LYSMD2,17.95071177772759
RAD51-AS1,PRDM15,78.37084922436793
RAD51-AS1,SMC2,21.955589256322945
RAD51-AS1,ZCWPW1,17.673723162458227
RAD51-AS1,MRPS21,45.01976758446715
RAD51-AS1,AC087500.1,20.36890354294418
RAD51-AS1,ABCA2,14.505305410900643
TNS1,GALNTL6,42.1223196871839
TNS1,COLEC12,32.14270288443175
PDE7B,TNS1,101.42844095385377
PDE7B,RRN3P1,17.918262288002
PDE7B,TGFBI,37.87472093076097
PDE7B,COLEC12,16.402537599842866
MYADM,ZNF649,31.454833313931978
MYADM,PHAX,38.200178536557175
MYADM,DMAC2,21.02800910533929
MYADM,SERPINF1,13.2036031349778
TMEM94,DCBLD2,57.67749808379119
TMEM94,MCOLN1,35.12113756841104
TMEM94,DPF2,21.183906637557676
TMEM94,DEC1,13.43120322132132
DCBLD2,WWC3,21.72194373049736
AL031428.1,NUDC,13.08184208872914
UQCC1,SLC7A7,14.83330615867326
UQCC1,CDH23,16.076093380981554
UQCC1,N4BP2L1,77.05996588029693
UQCC1,IPO7,43.952027153290864
UQCC1,CEP63,29.47061084549705
UQCC1,LINC01184,23.954627884868337
UQCC1,YME1L1,29.956732003606067
SYNJ1,RNF2,30.415420122187157
SYNJ1,KIAA0825,58.41350517279572
SYNJ1,PIGX,17.34923473777592
SYNJ1,ODR4,30.927548898461296
SYNJ1,NOL10,40.09710285354159
SYNJ1,TOGARAM1,22.173804382953456
SYNJ1,TUBGCP2,36.24739499973134
SYNJ1,ZNF331,60.41096554146457
SYNJ1,HMG20A,53.169898831597614
SYNJ1,UQCC1,83.60990749317797
SYNJ1,TFG,24.903097494986994
SYNJ1,NHLRC3,17.371624566699474
SRSF10,ELP2,30.667665965087533
SRSF10,MB21D2,40.92076119495539
SRSF10,GMPS,45.4788602531255
BNIP2,PLAA,72.12106326417705
BNIP2,BTBD3,37.64728258687468
BNIP2,DHX30,28.572483606487804
PLAA,CXCL16,51.62416731004291
PLAA,CCT5,16.866671341361602
PLAA,FRG1-DT,20.471922074556197
PLAA,TRIM13,21.202542221485654
PLAA,CHORDC1,35.57363415122182
AC027018.1,MYADM,41.74867658699109
AATK,ZNF483,81.88072783058863
AATK,GPC5,93.89078806160835
AATK,HSBP1L1,36.370828214756486
AATK,C10orf90,68.18791376248068
AATK,GRM3,13.702574738933828
ZNF483,ATP6V0E2,85.52041086023169
ZNF483,LRFN5,17.219641429226293
OSTF1,ANXA4,58.801086434860025
OSTF1,SPIRE1,48.35331605058965
OSTF1,USP10,20.819626377008746
OSTF1,RAB12,58.624878877490396
OSTF1,PJA2,18.60174977696032
EMC8,TBC1D20,30.434133743103025
RASSF2,COLGALT1,46.34761631256813
RASSF2,RGS1,81.83639501015703
RAB31,AKAP13,92.67007260311951
RAB31,MBNL1,54.81468401431782
RAB31,FKBP5,32.42548259616646
RAB31,PACS1,59.389168155239346
RAB31,DISC1,35.20860148596613
RAB31,CDKAL1,17.996449802030526
SMG1P5,RIPK2,48.95094302095579
SMG1P5,CPEB2,39.371847293343194
SMG1P5,ID2,15.014461381629133
TM2D3,PUS1,50.06692564711972
TM2D3,MTO1,42.530007940562136
TM2D3,METTL14,56.59880765436388
TM2D3,TMEM184B,21.512682967893202
TM2D3,LDHA,33.96529921230752
TM2D3,EMC3,27.831062225811472
TM2D3,SLC25A28,19.114043116871436
TM2D3,BST2,15.470678717216312
IDS,GSDMD,29.3868044705238
IDS,AK3,78.10904608648795
IDS,MAP4K2,20.9810214418103
IDS,KLHDC4,22.473558557024933
IDS,ERN1,31.206708185287262
IDS,PGGHG,50.68084740038893
IDS,BRD9,16.382636361557875
IDS,CLU,16.613953623933092
SH3D19,PTPN13,49.92350242672639
SH3D19,RAPGEF5,30.177100189031165
FAM172A,COG5,66.12376953420703
FAM172A,DOCK2,55.342469288725496
FAM172A,SETX,25.81496478254737
FAM172A,DISC1,25.171350211518906
FAM172A,MEF2C-AS1,38.54938578195818
FAM172A,ITFG1,37.45424841796025
FAM172A,SUCLG2,13.771359051495779
FAM172A,CAMK2D,12.006381541079167
COG5,CMAHP,15.646164290472178
LINC01128,XPOT,25.67211151399523
LINC01128,OSCAR,30.638367004992855
SURF4,CALR,31.943502970730684
PRRG4,DCUN1D5,77.75133661807081
DCUN1D5,AC110995.1,28.148464012464004
FNBP1,RASA2,116.14786800846659
FNBP1,STK4,163.08655833897282
FNBP1,RICTOR,22.045329470340945
FNBP1,GLG1,115.69809596534617
FNBP1,ATRX,15.396361089557162
FNBP1,CMAHP,34.326697500815406
FNBP1,ACYP2,26.43607744353313
FNBP1,PHF20,55.37761326943291
FNBP1,EHMT1,40.73228664017144
FNBP1,RNF38,24.610329918260216
FNBP1,NEK7,17.077878568635914
FNBP1,GNB1,15.888618053722558
FNBP1,CNTRL,18.131901024942557
FNBP1,UBR3,21.667103184786413
FNBP1,USP25,23.838845457560108
FNBP1,SRSF11,12.090349651098874
MSL2,GDAP2,63.54833366659176
MSL2,USP12,34.64444336817536
MSL2,FOCAD,43.94024447303441
MSL2,VTA1,25.21225126665661
MSL2,FDFT1,22.894236669354896
MSL2,ICE1,23.650421172440858
MSL2,RUBCN,39.97357851085545
MSL2,GSE1,18.023621631323383
MSL2,HECA,33.2772377565435
MSL2,PPM1D,43.358864605399965
MSL2,ALMS1,22.549372573547032
MSL2,PARG,18.86933943742156
MSL2,KIAA0586,22.510385422955814
GDAP2,TMEM260,27.153769839158805
GDAP2,C1QTNF3-AMACR,33.06039554606071
GDAP2,ZNF706,11.59693677325323
PDIA6,HSP90B1,119.97777085883409
PDIA6,PXN,13.982016314469764
PDIA6,SBNO2,16.564679315314542
HSP90B1,DDX21,130.66576550571313
PPIL3,KNTC1,20.600137020866818
PPIL3,SPON1,27.101055535809973
CCSAP,NEMP1,32.97029370660954
CCSAP,AL683813.1,51.764523413453475
CCSAP,MMP14,91.11607666639279
CXCR4,TMEM140,115.7351568936613
ZCCHC3,GABARAPL2,24.992261994595054
ZCCHC3,OGFOD1,20.602684735818617
C12orf66,DCAF13,24.2245747367009
C12orf66,SYS1-DBNDD2,65.81044158314174
ARPC3,AC011330.3,123.81244892667715
ARPC3,IKBKG,14.148218717704392
ARPC3,KIAA1143,23.70500044919526
ARPC3,CIC,55.41717673984615
ARPC3,AC010149.1,31.891189657141908
ARPC3,LRRC75A,17.734085953073894
ARPC3,PLEKHG3,24.012970650071935
ARPC3,TFAM,32.72269084662501
ARPC3,TMEM185A,22.964720967398403
AC011330.3,EHHADH,17.4507152604129
MT-ND4L,RAB3IP,14.336057714465573
FBXO38,KYAT3,88.67438678564824
FBXO38,EFCAB13,32.70642625713835
FBXO38,LAIR1,45.87338066567884
FBXO38,MAGED1,18.235309626452388
DCTN4,CADPS2,36.381761546898694
DCTN4,LAIR1,16.997023801349883
DCTN4,CCNT2,47.66998632991539
DCTN4,DCAF7,29.316230432499573
DCTN4,KLHL18,14.744243422723162
NSD2,ATP6V1B2,43.833120275325385
NSD2,CENPP,65.96898006103505
NSD2,PPP2R3C,16.53364788514927
NSUN6,SNHG14,39.97043396364438
NSUN6,CADPS2,45.20807976054794
ZNF782,AKAP11,55.46294978379327
ZNF782,MAN2C1,40.602160739664
ZNF782,NDUFAF6,75.13804742962543
ZNF782,NOP58,21.901062467469004
ZNF782,TUBGCP2,33.239172688944514
AKAP11,TMEM260,66.80970659832433
AKAP11,KYAT3,56.0886476642152
AKAP11,CABIN1,63.6101857129847
AKAP11,MCM9,25.53987497732462
AKAP11,DENND4B,94.72824817514754
AKAP11,DELE1,22.314175164613854
AKAP11,ABHD2,22.162045945816786
AKAP11,ICE2,24.445557952310132
NSMCE2,ADK,51.74465928997028
NSMCE2,KIAA1109,56.317233026672774
NSMCE2,WSB1,23.96107267318147
NSMCE2,CCNY,18.130092494210867
NSMCE2,PUM2,40.67817994690791
ADK,CCDC91,24.71003125935496
ADK,TRIP12,19.051277859362653
MTO1,DNAJC17,40.35211505221589
MTO1,DCBLD2,22.710339039111556
MTO1,AC092535.3,21.775531847659273
MTO1,CNIH3,67.17783641686829
MTO1,RNF138,61.257589656469044
MTO1,DHX8,39.31941815187201
MTO1,IMPA2,32.89821875073547
MTO1,QRSL1,16.562182681304613
MTO1,TMEM63B,31.99888579822968
MTO1,CLEC9A,26.445953831637894
MTO1,EP400P1,18.932332293646898
TTC7A,PRRC2B,67.82168898273315
TTC7A,SH3KBP1,77.04497082302078
TTC7A,NSMCE2,38.350823499398345
TTC7A,KLHL5,13.234085385598679
TTC7A,TBC1D1,56.263077415824796
TTC7A,SRGAP3,20.451305595129078
TTC7A,ACAP2,33.16131025303912
TTC7A,SLC8A1,16.793867597559274
TTC7A,DENND1A,13.670539216292843
TTC7A,CDKAL1,13.129311659397896
SEMA6B,SLC25A19,52.744044268401666
BTBD10,EFCAB13,19.212285300499076
BTBD10,MARCKS,19.808835900052884
BTBD10,ANKAR,20.503591934848235
KCTD3,RFC3,25.98855098490742
KCTD3,ZCCHC10,29.477518736523365
VPS53,CHD1,16.079826516930176
CNTN1,RBFOX1,25.669490273668366
CNTN1,TRIM2,15.087907064531286
FBXO25,TUBGCP5,55.99682122700878
FBXO25,SDHAP1,43.1650113067358
FBXO25,PHF6,30.441690353392328
FBXO25,RPE,39.19544197607596
FBXO25,DHRS7,27.92533755127467
FBXO25,AC087500.1,60.55515270040904
TUBGCP5,EP400P1,45.95899955877903
TUBGCP5,SMARCB1,74.67201052141779
TUBGCP5,STARD3,22.71828752440038
WWC3,TMEM154,24.98720767323009
MAPT,ZNF536,41.537075860808926
MAPT,CACNA2D1,22.861196772570953
MAPT,AC012593.1,47.080624700313784
MAPT,NOVA1,34.66351696721117
TFG,SASH3,39.21881478153222
TFG,TBC1D32,15.514426934796054
TFG,RAB11A,42.480823870344196
TFG,NABP1,11.611113702150348
LYL1,GPR137C,36.46181646918451
LYL1,TSNARE1,28.104607216952566
LYL1,SRGAP2-AS1,35.43053045273313
LYL1,TMEM154,15.702019732512397
C20orf96,PPP1R35,18.889235065207096
C20orf96,GCC2-AS1,13.079324176500524
C20orf96,DNMBP,19.120961071898176
C20orf96,RAB11B,13.460053423187773
CDH20,USP54,18.423317539523158
VPS26B,COL5A1,60.19732267870389
VPS26B,RCN2,55.60127574487852
VPS26B,RMND5A,76.15326682773362
VPS26B,ZRANB2-AS2,23.477017426761055
VPS26B,RORA-AS1,21.528078448093474
COL5A1,AL035530.2,32.7970330942977
COL5A1,SPON1,14.556641540290451
COL5A1,CLEC9A,16.13377705162206
AC135506.1,CRHBP,49.77604854406549
AC135506.1,ASB13,13.262511900651209
AC135506.1,PLBD1-AS1,43.69027877111468
HDHD5,AC078883.1,30.540166957408942
HDHD5,SART3,38.181553288352596
HDHD5,KRAS,20.131459194265048
HDHD5,FAM3C,60.471937378744315
HDHD5,MPC1,26.90000444773732
HDHD5,STIP1,12.052269120528198
HDHD5,RIPK2,17.806344356040114
NELL2,CHST12,100.25320443165576
NELL2,KIAA1324L,20.10211235317921
AC106865.1,HCLS1,40.631000321152705
AC106865.1,MPZL1,21.891431587438305
ANKAR,LINC00278,26.756218911296035
CXCL16,ATF4,33.476288231076644
PACRG,EHHADH,48.46612387051441
SMPD4,RPL23AP49,32.56628623237279
SMPD4,AC009690.2,18.658591339276054
SMPD4,RRP7A,23.108984288327534
SMPD4,NDUFB6,20.193987717561367
SMPD4,APOD,14.361784978831116
SMPD4,ZNF812P,14.159828430795102
SMPD4,SPON1,23.909637968122006
SMPD4,TRMT44,21.303946794298966
SMPD4,PIPOX,16.421038454718477
SMPD4,C20orf197,38.57997431111531
SMPD4,MYO1C,18.157052372945834
DNAJC11,MOB3B,23.744156075895724
DNAJC11,HADHA,53.76183433928137
DNAJC11,ERCC6,12.97734172163675
CTPS1,XPOT,60.91993421758248
TPCN2,SLFN11,52.953988022576624
TPCN2,GNA15,12.852933472663597
TPCN2,MLH3,33.38202866204388
TPCN2,AC008957.2,21.315966664587997
TPCN2,AP001992.1,20.84458818558608
TPCN2,AC092535.3,29.69693949945752
SPIRE1,ABCC5,96.92770493834782
SPIRE1,CUEDC1,36.694130450789714
SPIRE1,LINC00278,17.809508880096832
CASP9,RABGGTB,29.885065070336836
CASP9,ZNF740,25.552718730080695
CASP9,HCP5,14.730808987735301
CASP9,NR1H3,47.20708819850435
CASP9,RAB3IP,47.66233736938254
CASP9,BCL7B,91.11062586119739
CASP9,PDCD2,29.3582205944915
CASP9,RBBP8,35.384232280765865
CASP9,ZNF552,32.12286125587273
CASP9,CPSF1,35.09090887797764
CASP9,ATOH8,18.464446125036662
CASP9,SMIM3,50.4643198771586
CASP9,LINC01480,22.142187028162805
CASP9,IQCE,18.520905318301956
OSBPL11,ANKRD13D,45.728899995801086
OSBPL11,TMEM164,76.75610703582436
OSBPL11,EFCAB13,13.192260387241408
OSBPL11,CIRBP,15.708259766235097
OSBPL11,TMOD2,56.195967106868665
OSBPL11,AC012368.1,23.754829308593788
LEKR1,ADRB2,39.83812078607029
LEKR1,NEMP1,13.935809984749707
NKAPP1,ARID3B,36.56742372445846
ARL4C,HMGB2,78.34576269015864
CCDC6,ADAMTS17,73.68858732727594
CCDC6,AL359915.2,52.008696784239895
CCDC6,CPEB2,28.047338988615024
CCDC6,DNAJC11,39.16931850758644
CCDC6,AL078590.3,11.884698547895061
CCDC6,FUBP3,135.73413517558862
CCDC6,ZRANB1,32.40172638405346
CCDC6,PTPN11,14.766386965101201
CCDC6,CIRBP,33.38695584139965
CCDC6,CCDC14,20.69469237208595
CCDC6,EZH1,22.351518702059995
GLMP,NUFIP1,53.61406661733221
GLMP,SLC30A4,52.75235710454918
GLMP,LRP4,48.25921728428877
GLMP,RAP2B,23.70295157396169
GLMP,DISP1,26.49550590109066
GLMP,BAG2,17.66333798973041
PIBF1,RASSF4,70.5739404887467
PIBF1,HP1BP3,31.51382202103999
PIBF1,ATRN,17.9194140693688
PIBF1,LAT2,14.95432063145023
PIBF1,PHF3,17.50979729306868
DNAJA4,JADE3,34.222670100743976
DNAJA4,SNHG15,52.66832215675862
DNAJA4,SLBP,45.68384253052333
DNAJA4,CCDC47,50.83910334343139
DNAJA4,DNAJB1,55.2825183274616
DNAJA4,SELENOS,23.100669739533267
C11orf49,MAGED1,54.67046852554263
SNAPC3,CUL2,42.51090484610161
SNAPC3,HMG20A,21.877051479802603
TRMT1,ZNF782,52.21439180971371
TRMT1,NISCH,41.8574388627407
TRMT1,PSMD14,24.128639670026054
TRMT1,TBC1D23,56.585806902584814
TRMT1,GTF2H1,19.64269847577413
TRMT1,TAMM41,60.50711651663864
TRMT1,TUG1,13.402543302194871
TRMT1,CIR1,20.479765192760304
MED24,TMEM94,13.464133272823972
TNKS,PTPRA,67.89786492695269
TNKS,MAP3K1,57.15423043683161
TNKS,UBE2D2,26.924756088584832
TNKS,ARL5A,23.906373529521485
TNKS,KDM5A,46.31922017761668
TNKS,STX8,18.914751232883418
PTPRA,USP25,47.942157238222684
PTPRA,UBE2D2,49.261104314044246
PTPRA,PITPNA,25.663413282409902
DDX21,FBXO38,19.726160137765884
DDX21,AC093865.1,43.058897777436776
DDX21,SBNO2,21.47328193760662
TFP1,TMEM183A,53.90420302499929
TFP1,HEMK1,28.278164069137347
TFP1,BAG5,25.9654827585616
TFP1,SSPO,26.21981580883495
TFP1,C8orf59,35.88920632239126
TMEM183A,RASL10A,61.769485735004615
TMEM183A,PHAX,42.29111583104699
TMEM183A,EPHA6,14.445351653678092
TMEM183A,CARD6,29.25100518303148
TMEM183A,EFNB1,12.096933020570564
TMEM183A,DPH7,31.33613004018288
LITAF,TPRG1,19.915004140047213
LITAF,MCTP1,49.10524910391825
LITAF,CREM,55.747199737405886
LITAF,PSTPIP2,27.985784319811128
SIPA1,EEF2K,40.813446361441194
SIPA1,CASS4,64.02102544342974
SIPA1,AL591684.2,20.20483950746157
SIPA1,ALMS1,14.709391715577715
SIPA1,SLC12A9,28.92827252094589
SIPA1,NSUN6,14.076557150623504
SIPA1,TRIM36,25.054090848153216
SIPA1,TRIM4,32.417578964710486
MSRB2,LYL1,26.54038950356533
MSRB2,CR382285.1,17.841575178323655
MSRB2,AC025682.1,20.626689045195903
MSRB2,BTBD3,27.235356605184496
MSRB2,CREBZF,46.76542611986879
MSRB2,DYNC2H1,16.171352935796854
PIWIL4,STX18-AS1,35.69920278480154
PIWIL4,VCPIP1,35.72804760992163
PIWIL4,ROR2,41.24328919727884
RIPK2,STEAP3,60.17044269138562
CD44,CXCR4,69.7041439033527
KDM5A,CHD1,43.94003161141583
KDM5A,CCDC91,49.83309944622461
KDM5A,CARD8,57.421518459805924
CHD1,DLG1,17.05788054651476
OGG1,TRAF2,103.714758517847
OGG1,AC012618.3,47.81913776100859
OGG1,SPHK2,44.90719492188084
SCN2A,NRCAM,15.857967286306135
PHF3,EHMT1,32.42354337426562
EHMT1,PHACTR4,39.90728273628619
UHRF2,BTBD10,62.64398127963372
UHRF2,NDUFAF6,48.623208427030676
UHRF2,DELE1,30.064202639794583
UHRF2,ABCC5,23.7348933627104
RBL2,UHRF2,48.48783725134991
RBL2,MACO1,13.840834892205912
NHLRC2,PPP2R3C,68.68238637141789
NHLRC2,C11orf49,22.57028413425978
PPP2R3C,PSMF1,53.84830006622976
PPP2R3C,PURA,22.876067794577125
PPP2R3C,OPA1,52.636992367647245
PPP2R3C,DPP8,17.23271743840207
PPP2R3C,RPS19,18.789258695064817
PPP2R3C,NABP1,21.1435978762646
PPP2R3C,ATP6V1B2,32.11647844780115
QSOX2,RPP30,32.04817383428983
QSOX2,CNTN1,15.845879871574677
BIN3,PEPD,14.311262217270855
BIN3,PTP4A2,18.512585093641285
ATAD2,FASTKD2,60.88225561790088
ATAD2,BCAS2,35.01460106449382
ATAD2,LINC00667,19.01954773823538
ATAD2,KNTC1,35.971134907515335
EHHADH,TFDP1,11.691927450184622
SEC14L1,JDP2,122.46226119775545
SEC14L1,HCLS1,100.87499431405469
SEC14L1,RASSF2,101.2822088585154
SEC14L1,TBC1D2B,80.70183197774864
SEC14L1,AC106865.1,13.324813062330533
JDP2,RASSF2,104.40259386785351
JDP2,RGS1,40.87692915752554
JDP2,MPZL1,14.471079856208272
MYBBP1A,CCL3,20.587797087739943
MYBBP1A,LINC01480,38.55592948007833
